Niveau,Leçon,Titre_Leçon,Position,Forme_JP,Traduction_EN,Traduction_FR,URL_EN,URL_FR,URL_JA
N4,Leçon 4,"Peut-être, Avoir l'air",11/20,まい～のように,Almost every ~,Presque chaque ~,https://bunpro.jp/grammar_points/%E3%81%BE%E3%81%84-%E3%81%AE%E3%82%88%E3%81%86%E3%81%AB,https://bunpro.jp/fr/grammar_points/%E3%81%BE%E3%81%84-%E3%81%AE%E3%82%88%E3%81%86%E3%81%AB,https://bunpro.jp/ja/grammar_points/%E3%81%BE%E3%81%84-%E3%81%AE%E3%82%88%E3%81%86%E3%81%AB
N4,Leçon 4,"Peut-être, Avoir l'air",12/20,じゃないか,Isn't it?,N'est-ce pas ?,https://bunpro.jp/grammar_points/%E3%81%98%E3%82%83%E3%81%AA%E3%81%84%E3%81%8B,https://bunpro.jp/fr/grammar_points/%E3%81%98%E3%82%83%E3%81%AA%E3%81%84%E3%81%8B,https://bunpro.jp/ja/grammar_points/%E3%81%98%E3%82%83%E3%81%AA%E3%81%84%E3%81%8B
N4,Leçon 4,"Peut-être, Avoir l'air",13/20,らしい①,"Seems like, Apparently","Il semble que, Apparemment",https://bunpro.jp/grammar_points/%E3%82%89%E3%81%97%E3%81%841,https://bunpro.jp/fr/grammar_points/%E3%82%89%E3%81%97%E3%81%841,https://bunpro.jp/ja/grammar_points/%E3%82%89%E3%81%97%E3%81%841
N4,Leçon 4,"Peut-être, Avoir l'air",14/20,ておく,To do in advance,Faire à l'avance,https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%8A%E3%81%8F,https://bunpro.jp/fr/grammar_points/%E3%81%A6%E3%81%8A%E3%81%8F,https://bunpro.jp/ja/grammar_points/%E3%81%A6%E3%81%8A%E3%81%8F
N4,Leçon 4,"Peut-être, Avoir l'air",15/20,がほしい,To want something,Vouloir quelque chose,https://bunpro.jp/grammar_points/%E3%81%8C%E3%81%BB%E3%81%97%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%8C%E3%81%BB%E3%81%97%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%8C%E3%81%BB%E3%81%97%E3%81%84
N4,Leçon 4,"Peut-être, Avoir l'air",16/20,てほしい,I want you to,Je veux que tu ~,https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%BB%E3%81%97%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%A6%E3%81%BB%E3%81%97%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%A6%E3%81%BB%E3%81%97%E3%81%84
N4,Leçon 4,"Peut-être, Avoir l'air",17/20,ときいた,I heard that,J'ai entendu dire que,https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%8D%E3%81%84%E3%81%9F,https://bunpro.jp/fr/grammar_points/%E3%81%A8%E3%81%8D%E3%81%84%E3%81%9F,https://bunpro.jp/ja/grammar_points/%E3%81%A8%E3%81%8D%E3%81%84%E3%81%9F
N4,Leçon 4,"Peut-être, Avoir l'air",18/20,聞こえる,"To be audible, To sound like","Être audible, Sonner comme",https://bunpro.jp/grammar_points/%E8%81%9E%E3%81%93%E3%81%88%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E8%81%9E%E3%81%93%E3%81%88%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E8%81%9E%E3%81%93%E3%81%88%E3%82%8B
N4,Leçon 4,"Peut-être, Avoir l'air",19/20,見える,"To be visible, To seem","Être visible, Sembler",https://bunpro.jp/grammar_points/%E8%A6%8B%E3%81%88%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E8%A6%8B%E3%81%88%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E8%A6%8B%E3%81%88%E3%82%8B
N4,Leçon 4,"Peut-être, Avoir l'air",20/20,だす,To suddenly begin,Commencer soudainement,https://bunpro.jp/grammar_points/%E3%81%A0%E3%81%99,https://bunpro.jp/fr/grammar_points/%E3%81%A0%E3%81%99,https://bunpro.jp/ja/grammar_points/%E3%81%A0%E3%81%99
N4,Leçon 5,Nombres et quantités,1/23,～代,"Teens, Twenties, 1910s…","la ~aine, les années ~",https://bunpro.jp/grammar_points/%E4%BB%A3,https://bunpro.jp/fr/grammar_points/%E4%BB%A3,https://bunpro.jp/ja/grammar_points/%E4%BB%A3
N4,Leçon 5,Nombres et quantités,2/23,かかる,"Costs/Takes (time, money)","Coûte, Prend (temps, argent)",https://bunpro.jp/grammar_points/%E3%81%8B%E3%81%8B%E3%82%8B-time-cost,https://bunpro.jp/fr/grammar_points/%E3%81%8B%E3%81%8B%E3%82%8B-time-cost,https://bunpro.jp/ja/grammar_points/%E3%81%8B%E3%81%8B%E3%82%8B-time-cost
N4,Leçon 5,Nombres et quantités,3/23,する (Cost),Cost (money),Coûter,https://bunpro.jp/grammar_points/%E3%81%99%E3%82%8B-cost,https://bunpro.jp/fr/grammar_points/%E3%81%99%E3%82%8B-cost,https://bunpro.jp/ja/grammar_points/%E3%81%99%E3%82%8B-cost
N4,Leçon 5,Nombres et quantités,4/23,Number + も,"As many as, Not even","Autant que, Pas même",https://bunpro.jp/grammar_points/number-%E3%82%82,https://bunpro.jp/fr/grammar_points/number-%E3%82%82,https://bunpro.jp/ja/grammar_points/number-%E3%82%82
N4,Leçon 5,Nombres et quantités,5/23,ほとんど,"Almost all, Mostly","Presque tout, La plupart",https://bunpro.jp/grammar_points/%E3%81%BB%E3%81%A8%E3%82%93%E3%81%A9,https://bunpro.jp/fr/grammar_points/%E3%81%BB%E3%81%A8%E3%82%93%E3%81%A9,https://bunpro.jp/ja/grammar_points/%E3%81%BB%E3%81%A8%E3%82%93%E3%81%A9
N4,Leçon 5,Nombres et quantités,6/23,そんな・こんな・あんな・どんな,"Such a, Kind of","Un tel, Genre de",https://bunpro.jp/grammar_points/%E3%81%9D%E3%82%93%E3%81%AA-%E3%81%93%E3%82%93%E3%81%AA-%E3%81%82%E3%82%93%E3%81%AA-%E3%81%A9%E3%82%93%E3%81%AA,https://bunpro.jp/fr/grammar_points/%E3%81%9D%E3%82%93%E3%81%AA-%E3%81%93%E3%82%93%E3%81%AA-%E3%81%82%E3%82%93%E3%81%AA-%E3%81%A9%E3%82%93%E3%81%AA,https://bunpro.jp/ja/grammar_points/%E3%81%9D%E3%82%93%E3%81%AA-%E3%81%93%E3%82%93%E3%81%AA-%E3%81%82%E3%82%93%E3%81%AA-%E3%81%A9%E3%82%93%E3%81%AA
N4,Leçon 5,Nombres et quantités,7/23,各,"Each, Every, Respective","Chaque, Respectif",https://bunpro.jp/grammar_points/%E5%90%84,https://bunpro.jp/fr/grammar_points/%E5%90%84,https://bunpro.jp/ja/grammar_points/%E5%90%84
N4,Leçon 5,Nombres et quantités,8/23,の次に,"Next to (rank), Second to","Après, Juste après",https://bunpro.jp/grammar_points/%E3%81%AE%E6%AC%A1%E3%81%AB,https://bunpro.jp/fr/grammar_points/%E3%81%AE%E6%AC%A1%E3%81%AB,https://bunpro.jp/ja/grammar_points/%E3%81%AE%E6%AC%A1%E3%81%AB
N4,Leçon 5,Nombres et quantités,9/23,以上①,More than (or equal to),"Plus que, Au-dessus de",https://bunpro.jp/grammar_points/%E4%BB%A5%E4%B8%8A1,https://bunpro.jp/fr/grammar_points/%E4%BB%A5%E4%B8%8A1,https://bunpro.jp/ja/grammar_points/%E4%BB%A5%E4%B8%8A1
N4,Leçon 5,Nombres et quantités,10/23,以下,Less than (or equal to),"Moins que, En dessous de",https://bunpro.jp/grammar_points/%E3%81%84%E3%81%8B,https://bunpro.jp/fr/grammar_points/%E3%81%84%E3%81%8B,https://bunpro.jp/ja/grammar_points/%E3%81%84%E3%81%8B
N4,Leçon 5,Nombres et quantités,11/23,以外,"Except, Other than","Sauf, Autre que",https://bunpro.jp/grammar_points/%E3%81%84%E3%81%8C%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%84%E3%81%8C%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%84%E3%81%8C%E3%81%84
N4,Leçon 5,Nombres et quantités,12/23,ずっと①,"Continuously, All throughout","Continuellement, Tout du long",https://bunpro.jp/grammar_points/%E3%81%9A%E3%81%A3%E3%81%A81,https://bunpro.jp/fr/grammar_points/%E3%81%9A%E3%81%A3%E3%81%A81,https://bunpro.jp/ja/grammar_points/%E3%81%9A%E3%81%A3%E3%81%A81
N4,Leçon 5,Nombres et quantités,13/23,だいたい,"Mostly, Roughly","En gros, Généralement",https://bunpro.jp/grammar_points/%E3%81%A0%E3%81%84%E3%81%9F%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%A0%E3%81%84%E3%81%9F%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%A0%E3%81%84%E3%81%9F%E3%81%84
N4,Leçon 5,Nombres et quantités,14/23,のなかで,"In, Among, Within","Dans, Parmi",https://bunpro.jp/grammar_points/%E3%81%AE%E3%81%AA%E3%81%8B%E3%81%A7,https://bunpro.jp/fr/grammar_points/%E3%81%AE%E3%81%AA%E3%81%8B%E3%81%A7,https://bunpro.jp/ja/grammar_points/%E3%81%AE%E3%81%AA%E3%81%8B%E3%81%A7
N4,Leçon 5,Nombres et quantités,15/23,ように・ような,"As, Like","Comme, Avoir l'air de",https://bunpro.jp/grammar_points/%E3%82%88%E3%81%86%E3%81%AB-%E3%82%88%E3%81%86%E3%81%AA,https://bunpro.jp/fr/grammar_points/%E3%82%88%E3%81%86%E3%81%AB-%E3%82%88%E3%81%86%E3%81%AA,https://bunpro.jp/ja/grammar_points/%E3%82%88%E3%81%86%E3%81%AB-%E3%82%88%E3%81%86%E3%81%AA
N4,Leçon 5,Nombres et quantités,16/23,Number/Amount + は,"At least, Or so","Au moins, Environ",https://bunpro.jp/grammar_points/number-amount-%E3%81%AF,https://bunpro.jp/fr/grammar_points/number-amount-%E3%81%AF,https://bunpro.jp/ja/grammar_points/number-amount-%E3%81%AF
N4,Leçon 5,Nombres et quantités,17/23,なん + counter + か,"Some, Several","Quelques, Plusieurs",https://bunpro.jp/grammar_points/%E3%81%AA%E3%82%93-counter-%E3%81%8B,https://bunpro.jp/fr/grammar_points/%E3%81%AA%E3%82%93-counter-%E3%81%8B,https://bunpro.jp/ja/grammar_points/%E3%81%AA%E3%82%93-counter-%E3%81%8B
N4,Leçon 5,Nombres et quantités,18/23,真(っ),"Completely, Exactly","Complètement, Tout à fait",https://bunpro.jp/grammar_points/%E7%9C%9F(%E3%81%A3),https://bunpro.jp/fr/grammar_points/%E7%9C%9F(%E3%81%A3),https://bunpro.jp/ja/grammar_points/%E7%9C%9F(%E3%81%A3)
N4,Leçon 5,Nombres et quantités,19/23,Number + しか〜ない,"No more than, Only","Seulement, Pas plus de",https://bunpro.jp/grammar_points/number-%E3%81%97%E3%81%8B-%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/number-%E3%81%97%E3%81%8B-%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/number-%E3%81%97%E3%81%8B-%E3%81%AA%E3%81%84
N4,Leçon 5,Nombres et quantités,20/23,～は～の一つだ,~ is one of (many) ~,~ est un parmi ~,https://bunpro.jp/grammar_points/%E3%81%AF-%E3%81%AE%E4%B8%80%E3%81%A4%E3%81%A0,https://bunpro.jp/fr/grammar_points/%E3%81%AF-%E3%81%AE%E4%B8%80%E3%81%A4%E3%81%A0,https://bunpro.jp/ja/grammar_points/%E3%81%AF-%E3%81%AE%E4%B8%80%E3%81%A4%E3%81%A0
N4,Leçon 5,Nombres et quantités,21/23,～ない～はない,There is not ~ that is not,Il n'y a pas de ~ qui ne soit pas,https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%84-%E3%81%AF%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%AA%E3%81%84-%E3%81%AF%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%AA%E3%81%84-%E3%81%AF%E3%81%AA%E3%81%84
N4,Leçon 5,Nombres et quantités,22/23,すこしも～ない,Not even a little,Pas même un peu,https://bunpro.jp/grammar_points/%E3%81%99%E3%81%93%E3%81%97%E3%82%82-%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%99%E3%81%93%E3%81%97%E3%82%82-%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%99%E3%81%93%E3%81%97%E3%82%82-%E3%81%AA%E3%81%84
N4,Leçon 5,Nombres et quantités,23/23,すくなくない,"Quite a few, Many","Pas mal de, Beaucoup",https://bunpro.jp/grammar_points/%E3%81%99%E3%81%8F%E3%81%AA%E3%81%8F%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%99%E3%81%8F%E3%81%AA%E3%81%8F%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%99%E3%81%8F%E3%81%AA%E3%81%8F%E3%81%AA%E3%81%84
N4,Leçon 6,Conditions et cas,1/16,ばあいは,In the event of,En cas de,https://bunpro.jp/grammar_points/%E3%81%B0%E3%81%82%E3%81%84%E3%81%AF,https://bunpro.jp/fr/grammar_points/%E3%81%B0%E3%81%82%E3%81%84%E3%81%AF,https://bunpro.jp/ja/grammar_points/%E3%81%B0%E3%81%82%E3%81%84%E3%81%AF
N4,Leçon 6,Conditions et cas,2/16,Verb[て] (Casual Request),Please do (casual),S'il te plaît (informel),https://bunpro.jp/grammar_points/verb%E3%81%A6-request,https://bunpro.jp/fr/grammar_points/verb%E3%81%A6-request,https://bunpro.jp/ja/grammar_points/verb%E3%81%A6-request
N4,Leçon 6,Conditions et cas,3/16,てよかった,I'm glad that,Je suis content de,https://bunpro.jp/grammar_points/%E3%81%A6%E3%82%88%E3%81%8B%E3%81%A3%E3%81%9F,https://bunpro.jp/fr/grammar_points/%E3%81%A6%E3%82%88%E3%81%8B%E3%81%A3%E3%81%9F,https://bunpro.jp/ja/grammar_points/%E3%81%A6%E3%82%88%E3%81%8B%E3%81%A3%E3%81%9F
N4,Leçon 6,Conditions et cas,4/16,せる・させる (Causative),To make/let someone do,"Faire faire, Laisser faire",https://bunpro.jp/grammar_points/causative,https://bunpro.jp/fr/grammar_points/causative,https://bunpro.jp/ja/grammar_points/causative
N4,Leçon 6,Conditions et cas,5/16,といってもいい,You could say,On pourrait dire que,https://bunpro.jp/grammar_points/%E3%81%A8%E3%81%84%E3%81%A3%E3%81%A6%E3%82%82%E3%81%84%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%A8%E3%81%84%E3%81%A3%E3%81%A6%E3%82%82%E3%81%84%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%A8%E3%81%84%E3%81%A3%E3%81%A6%E3%82%82%E3%81%84%E3%81%84
N4,Leçon 6,Conditions et cas,6/16,ても,"Even if, Even though","Même si, Bien que",https://bunpro.jp/grammar_points/%E3%81%A6%E3%82%82,https://bunpro.jp/fr/grammar_points/%E3%81%A6%E3%82%82,https://bunpro.jp/ja/grammar_points/%E3%81%A6%E3%82%82
N4,Leçon 6,Conditions et cas,7/16,てしまう・ちゃう,"By accident, Completely, Unfortunately","Par accident, Malheureusement",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%97%E3%81%BE%E3%81%86-%E3%81%A1%E3%82%83%E3%81%86,https://bunpro.jp/fr/grammar_points/%E3%81%A6%E3%81%97%E3%81%BE%E3%81%86-%E3%81%A1%E3%82%83%E3%81%86,https://bunpro.jp/ja/grammar_points/%E3%81%A6%E3%81%97%E3%81%BE%E3%81%86-%E3%81%A1%E3%82%83%E3%81%86
N4,Leçon 6,Conditions et cas,8/16,Verb[て] + B (Reasons),"And so, Because of","Parce que, En raison de",https://bunpro.jp/grammar_points/verb%E3%81%A6-b2,https://bunpro.jp/fr/grammar_points/verb%E3%81%A6-b2,https://bunpro.jp/ja/grammar_points/verb%E3%81%A6-b2
N4,Leçon 6,Conditions et cas,9/16,させられる (Causative-Passive),To be made to do,Être forcé de faire,https://bunpro.jp/grammar_points/causative-passive,https://bunpro.jp/fr/grammar_points/causative-passive,https://bunpro.jp/ja/grammar_points/causative-passive
N4,Leçon 6,Conditions et cas,10/16,Verb[て]・Noun[で] + B (Means),By means of,Par le biais de,https://bunpro.jp/grammar_points/verb-%E3%81%A6-noun-%E3%81%A7-b,https://bunpro.jp/fr/grammar_points/verb-%E3%81%A6-noun-%E3%81%A7-b,https://bunpro.jp/ja/grammar_points/verb-%E3%81%A6-noun-%E3%81%A7-b
N4,Leçon 6,Conditions et cas,11/16,てある,"Has been done, Remaining state","A été fait, Laissé en état",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%82%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E3%81%A6%E3%81%82%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E3%81%A6%E3%81%82%E3%82%8B
N4,Leçon 6,Conditions et cas,12/16,ように～てほしい,Want ~ to be able to ~,Vouloir que ~ puisse ~,https://bunpro.jp/grammar_points/%E3%82%88%E3%81%86%E3%81%AB-%E3%81%A6%E3%81%BB%E3%81%97%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%82%88%E3%81%86%E3%81%AB-%E3%81%A6%E3%81%BB%E3%81%97%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%82%88%E3%81%86%E3%81%AB-%E3%81%A6%E3%81%BB%E3%81%97%E3%81%84
N4,Leçon 6,Conditions et cas,13/16,ているあいだに,"While, During the time that",Pendant que,https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%84%E3%82%8B%E3%81%82%E3%81%84%E3%81%A0%E3%81%AB,https://bunpro.jp/fr/grammar_points/%E3%81%A6%E3%81%84%E3%82%8B%E3%81%82%E3%81%84%E3%81%A0%E3%81%AB,https://bunpro.jp/ja/grammar_points/%E3%81%A6%E3%81%84%E3%82%8B%E3%81%82%E3%81%84%E3%81%A0%E3%81%AB
N4,Leçon 6,Conditions et cas,14/16,なくてもいい,Don't have to,Ne pas être obligé de,https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%8F%E3%81%A6%E3%82%82%E3%81%84%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%AA%E3%81%8F%E3%81%A6%E3%82%82%E3%81%84%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%AA%E3%81%8F%E3%81%A6%E3%82%82%E3%81%84%E3%81%84
N4,Leçon 6,Conditions et cas,15/16,てみる,To try to,Essayer de,https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%BF%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E3%81%A6%E3%81%BF%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E3%81%A6%E3%81%BF%E3%82%8B
N4,Leçon 6,Conditions et cas,16/16,てすみません,I'm sorry for ~ing,Je suis désolé de,https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%99%E3%81%BF%E3%81%BE%E3%81%9B%E3%82%93,https://bunpro.jp/fr/grammar_points/%E3%81%A6%E3%81%99%E3%81%BF%E3%81%BE%E3%81%9B%E3%82%93,https://bunpro.jp/ja/grammar_points/%E3%81%A6%E3%81%99%E3%81%BF%E3%81%BE%E3%81%9B%E3%82%93
N4,Leçon 7,"Donner, recevoir (avancé)",1/18,てあげる,To do for someone,Faire pour quelqu'un,https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%82%E3%81%92%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E3%81%A6%E3%81%82%E3%81%92%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E3%81%A6%E3%81%82%E3%81%92%E3%82%8B
N4,Leçon 7,"Donner, recevoir (avancé)",2/18,てくれる,To do for me/us,Faire pour nous,https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%8F%E3%82%8C%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E3%81%A6%E3%81%8F%E3%82%8C%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E3%81%A6%E3%81%8F%E3%82%8C%E3%82%8B
N4,Leçon 7,"Donner, recevoir (avancé)",3/18,てもらう,To have someone do,Faire faire par,https://bunpro.jp/grammar_points/%E3%81%A6%E3%82%82%E3%82%89%E3%81%86,https://bunpro.jp/fr/grammar_points/%E3%81%A6%E3%82%82%E3%82%89%E3%81%86,https://bunpro.jp/ja/grammar_points/%E3%81%A6%E3%82%82%E3%82%89%E3%81%86
N4,Leçon 7,"Donner, recevoir (avancé)",4/18,なさい,Command to do,Ordre de faire,https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%95%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%AA%E3%81%95%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%AA%E3%81%95%E3%81%84
N4,Leçon 7,"Donner, recevoir (avancé)",5/18,Verb[て] + B (Non-Sequence),"And, But (contrast)","Et, Mais (contraste)",https://bunpro.jp/grammar_points/verb%E3%81%A6-b,https://bunpro.jp/fr/grammar_points/verb%E3%81%A6-b,https://bunpro.jp/ja/grammar_points/verb%E3%81%A6-b
N4,Leçon 7,"Donner, recevoir (avancé)",6/18,Verb[ないで] (Casual Request),Please don't (casual),S'il te plaît ne ~ pas,https://bunpro.jp/grammar_points/verb-%E3%81%AA%E3%81%84%E3%81%A7,https://bunpro.jp/fr/grammar_points/verb-%E3%81%AA%E3%81%84%E3%81%A7,https://bunpro.jp/ja/grammar_points/verb-%E3%81%AA%E3%81%84%E3%81%A7
N4,Leçon 7,"Donner, recevoir (avancé)",7/18,てくれてありがとう,Thank you for ~ing,Merci d'avoir ~,https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%8F%E3%82%8C%E3%81%A6%E3%81%82%E3%82%8A%E3%81%8C%E3%81%A8%E3%81%86,https://bunpro.jp/fr/grammar_points/%E3%81%A6%E3%81%8F%E3%82%8C%E3%81%A6%E3%81%82%E3%82%8A%E3%81%8C%E3%81%A8%E3%81%86,https://bunpro.jp/ja/grammar_points/%E3%81%A6%E3%81%8F%E3%82%8C%E3%81%A6%E3%81%82%E3%82%8A%E3%81%8C%E3%81%A8%E3%81%86
N4,Leçon 7,"Donner, recevoir (avancé)",8/18,てくれない・てもらえない,"Won't you?, Could you?","Ne veux-tu pas ?, Pourriez-vous ?",https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%8F%E3%82%8C%E3%81%AA%E3%81%84-%E3%81%A6%E3%82%82%E3%82%89%E3%81%88%E3%81%AA%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%A6%E3%81%8F%E3%82%8C%E3%81%AA%E3%81%84-%E3%81%A6%E3%82%82%E3%82%89%E3%81%88%E3%81%AA%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%A6%E3%81%8F%E3%82%8C%E3%81%AA%E3%81%84-%E3%81%A6%E3%82%82%E3%82%89%E3%81%88%E3%81%AA%E3%81%84
N4,Leçon 7,"Donner, recevoir (avancé)",9/18,のだろうか,I wonder...,Je me demande si...,https://bunpro.jp/grammar_points/%E3%81%AE%E3%81%A0%E3%82%8D%E3%81%86%E3%81%8B,https://bunpro.jp/fr/grammar_points/%E3%81%AE%E3%81%A0%E3%82%8D%E3%81%86%E3%81%8B,https://bunpro.jp/ja/grammar_points/%E3%81%AE%E3%81%A0%E3%82%8D%E3%81%86%E3%81%8B
N4,Leçon 7,"Donner, recevoir (avancé)",10/18,お～になる,To do (honorific),Faire (honorifique),https://bunpro.jp/grammar_points/%E3%81%8A-%E3%81%AB%E3%81%AA%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E3%81%8A-%E3%81%AB%E3%81%AA%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E3%81%8A-%E3%81%AB%E3%81%AA%E3%82%8B
N4,Leçon 7,"Donner, recevoir (avancé)",11/18,なさる,To do (honorific),Faire (honorifique),https://bunpro.jp/grammar_points/%E3%81%AA%E3%81%95%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E3%81%AA%E3%81%95%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E3%81%AA%E3%81%95%E3%82%8B
N4,Leçon 7,"Donner, recevoir (avancé)",12/18,お～ください,Please do (honorific),Veuillez faire (honorifique),https://bunpro.jp/grammar_points/%E3%81%8A-%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84,https://bunpro.jp/fr/grammar_points/%E3%81%8A-%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84,https://bunpro.jp/ja/grammar_points/%E3%81%8A-%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84
N4,Leçon 7,"Donner, recevoir (avancé)",13/18,いらっしゃる,To be/come/go (honorific),Être/Venir/Aller (honorifique),https://bunpro.jp/grammar_points/%E3%81%84%E3%82%89%E3%81%A3%E3%81%97%E3%82%83%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E3%81%84%E3%82%89%E3%81%A3%E3%81%97%E3%82%83%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E3%81%84%E3%82%89%E3%81%A3%E3%81%97%E3%82%83%E3%82%8B
N4,Leçon 7,"Donner, recevoir (avancé)",14/18,ございます,"To be, To exist (polite)","Être, Exister (poli)",https://bunpro.jp/grammar_points/%E3%81%94%E3%81%96%E3%81%84%E3%81%BE%E3%81%99,https://bunpro.jp/fr/grammar_points/%E3%81%94%E3%81%96%E3%81%84%E3%81%BE%E3%81%99,https://bunpro.jp/ja/grammar_points/%E3%81%94%E3%81%96%E3%81%84%E3%81%BE%E3%81%99
N4,Leçon 7,"Donner, recevoir (avancé)",15/18,でございます,To be (polite copula),Être (copule polie),https://bunpro.jp/grammar_points/%E3%81%A7%E3%81%94%E3%81%96%E3%81%84%E3%81%BE%E3%81%99,https://bunpro.jp/fr/grammar_points/%E3%81%A7%E3%81%94%E3%81%96%E3%81%84%E3%81%BE%E3%81%99,https://bunpro.jp/ja/grammar_points/%E3%81%A7%E3%81%94%E3%81%96%E3%81%84%E3%81%BE%E3%81%99
N4,Leçon 7,"Donner, recevoir (avancé)",16/18,お〜する,I humbly do (humble),Faire humblement,https://bunpro.jp/grammar_points/%E3%81%8A-%E3%81%99%E3%82%8B,https://bunpro.jp/fr/grammar_points/%E3%81%8A-%E3%81%99%E3%82%8B,https://bunpro.jp/ja/grammar_points/%E3%81%8A-%E3%81%99%E3%82%8B
N4,Leçon 7,"Donner, recevoir (avancé)",17/18,いたす,To do (humble),Faire humblement,https://bunpro.jp/grammar_points/%E3%81%84%E3%81%9F%E3%81%99,https://bunpro.jp/fr/grammar_points/%E3%81%84%E3%81%9F%E3%81%99,https://bunpro.jp/ja/grammar_points/%E3%81%84%E3%81%9F%E3%81%99
N4,Leçon 7,"Donner, recevoir (avancé)",18/18,ていただけませんか,Could you please (humble),Ne voudriez-vous pas (humble),https://bunpro.jp/grammar_points/%E3%81%A6%E3%81%84%E3%81%9F%E3%81%A0%E3%81%91%E3%81%BE%E3%81%9B%E3%82%93%E3%81%8B,https://bunpro.jp/fr/grammar_points/%E3%81%A6%E3%81%84%E3%81%9F%E3%81%A0%E3%81%91%E3%81%BE%E3%81%9B%E3%82%93%E3%81%8B,https://bunpro.jp/ja/grammar_points/%E3%81%A6%E3%81%84%E3%81%9F%E3%81%A0%E3%81%91%E3%81%BE%E3%81%9B%E3%82%93%E3%81%8B
N4,Leçon 8,Conditions et nécessité,1/18,たら,"When, If (conditional)","Quand, Si (conditionnel)",https://bunpro.jp/grammar_points/%E3%81%9F%E3%82%89,https://bunpro.jp/fr/grammar_points/%E3%81%9F%E3%82%89,https://bunpro.jp/ja/grammar_points/%E3%81%9F%E3%82%89
